Context,Mol_L,Frag_L,Mol_R,Frag_R,Radius
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3nc4ccccc4s3)ccc2c1,[cH2][cH][c]([n][cH2])-[c]1[n][c]2[cH][cH][cH][cH][c]2[s]1,Cc1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)nc(-c2ccccc2)n1,[cH2][cH][c]([n][cH2])-[c]1[cH][c]([CH3])[n][c](-[c]2[cH][cH][cH][cH][cH]2)[n]1,4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3nc4ccccc4s3)ccc2c1,[cH2][c]([nH])-[c]1[n][c]2[cH][cH][cH][cH][c]2[s]1,Cc1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)nc(-c2ccccc2)n1,[cH2][c]([nH])-[c]1[cH][c]([CH3])[n][c](-[c]2[cH][cH][cH][cH][cH]2)[n]1,3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3nc4ccccc4s3)ccc2c1,[cH3]-[c]1[n][c]2[cH][cH][cH][cH][c]2[s]1,Cc1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)nc(-c2ccccc2)n1,[CH3][c]1[cH][c](-[cH3])[n][c](-[c]2[cH][cH][cH][cH][cH]2)[n]1,2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3nc4ccccc4s3)ccc2c1,[cH2][s][c]1[cH][cH][cH][cH][cH]1,Cc1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)nc(-c2ccccc2)n1,[cH2][cH][c]([CH3])[n][cH]-[c]1[cH][cH][cH][cH][cH]1,1
[*]C1CCC(N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc43)C2)CC1,O=C(CNc1n[nH]c2ccc(C(F)(F)F)cc21)NC1CN([C@H]2CC[C@@H](O)CC2)C1,[OH][C]1[CH2][CH2][C][CH2][CH2]1,C=CCO[C@H]1CC[C@@H](N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc43)C2)CC1,[CH2]=[CH][CH2][O][C]1[CH2][CH2][C][CH2][CH2]1,4
[*]C1CCC(N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc43)C2)CC1,O=C(CNc1n[nH]c2ccc(C(F)(F)F)cc21)NC1CN([C@H]2CC[C@@H](O)CC2)C1,[CH3][CH2][C]([OH])[CH2][CH3],C=CCO[C@H]1CC[C@@H](N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc43)C2)CC1,[CH2]=[CH][CH2][O][C]([CH2][CH3])[CH2][CH3],3
[*]C1CCC(N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc43)C2)CC1,O=C(CNc1n[nH]c2ccc(C(F)(F)F)cc21)NC1CN([C@H]2CC[C@@H](O)CC2)C1,[CH3][C]([CH3])[OH],C=CCO[C@H]1CC[C@@H](N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc43)C2)CC1,[CH2]=[CH][CH2][O][C]([CH3])[CH3],2
[*]c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,[cH2][cH][c]1[c]([CH]2[CH2][CH2][N]([CH2][CH2][N]3[CH2][CH2][NH][C]3=[O])[CH2][CH2]2)[cH][n](-[cH3])[c]1[cH2],CCC(O)(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,[cH2][cH][c]1[c]([C]([OH])([CH2][CH3])[CH2][CH3])[cH][n](-[cH3])[c]1[cH2],4
[*]c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,[cH2][c]1[cH][n][cH][c]1[CH]1[CH2][CH2][N]([CH2][CH2][N]2[CH2][CH2][NH][C]2=[O])[CH2][CH2]1,CCC(O)(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,[cH2][c]1[cH][n][cH][c]1[C]([OH])([CH2][CH3])[CH2][CH3],3
[*]c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,[cH2][c]([cH2])[CH]1[CH2][CH2][N]([CH2][CH2][N]2[CH2][CH2][NH][C]2=[O])[CH2][CH2]1,CCC(O)(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,[cH2][c]([cH2])[C]([OH])([CH2][CH3])[CH2][CH3],2
[*]c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,[cH3][CH]1[CH2][CH2][N]([CH2][CH2][N]2[CH2][CH2][NH][C]2=[O])[CH2][CH2]1,CCC(O)(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,[CH3][CH2][C]([cH3])([OH])[CH2][CH3],1
[*]c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(NS(C)(=O)=O)c(F)cc2Cl)CC1,[CH3][c]1[cH][cH][c]([F])[c]([NH][S]([CH3])(=[O])=[O])[cH]1,CCNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,[CH3][CH2][NH][S](=[O])(=[O])[c]1[cH][c]([CH3])[cH][cH][c]1[F],4
[*]c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(NS(C)(=O)=O)c(F)cc2Cl)CC1,[cH2][cH][c]([NH][S]([CH3])(=[O])=[O])[c]([cH2])[F],CCNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,[cH2][cH][c]([c]([cH2])[F])[S](=[O])(=[O])[NH][CH2][CH3],3
[*]c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(NS(C)(=O)=O)c(F)cc2Cl)CC1,[cH2][c]([cH2])[NH][S]([CH3])(=[O])=[O],CCNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,[cH2][c]([cH2])[S](=[O])(=[O])[NH][CH2][CH3],2
[*]c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(NS(C)(=O)=O)c(F)cc2Cl)CC1,[cH3][NH][S]([CH3])(=[O])=[O],CCNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,[CH3][CH2][NH][S]([cH3])(=[O])=[O],1
[*]CNc1cc(N2CCOCC2)cc(CCc2nc(C)c(CC)o2)n1,CCc1oc(CCc2cc(N3CCOCC3)cc(NC)n2)nc1C,[cH2][cH][c]([n][cH2])[NH][CH3],CCc1oc(CCc2cc(N3CCOCC3)cc(NCC#N)n2)nc1C,[cH2][cH][c]([n][cH2])[NH][CH2][C]#[N],4
[*]CNc1cc(N2CCOCC2)cc(CCc2nc(C)c(CC)o2)n1,CCc1oc(CCc2cc(N3CCOCC3)cc(NC)n2)nc1C,[cH2][c]([nH])[NH][CH3],CCc1oc(CCc2cc(N3CCOCC3)cc(NCC#N)n2)nc1C,[cH2][c]([nH])[NH][CH2][C]#[N],3
[*]CNc1cc(N2CCOCC2)cc(CCc2nc(C)c(CC)o2)n1,CCc1oc(CCc2cc(N3CCOCC3)cc(NC)n2)nc1C,[cH3][NH][CH3],CCc1oc(CCc2cc(N3CCOCC3)cc(NCC#N)n2)nc1C,[cH3][NH][CH2][C]#[N],2
[*]CNc1cc(N2CCOCC2)cc(CCc2nc(C)c(CC)o2)n1,CCc1oc(CCc2cc(N3CCOCC3)cc(NC)n2)nc1C,[CH3][NH2],CCc1oc(CCc2cc(N3CCOCC3)cc(NCC#N)n2)nc1C,[N]#[C][CH2][NH2],1
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1n[nH]cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][cH][c]([n][cH2])-[c]1[cH][nH][n][c]1[CH3],Cc1c(-c2ccc(Cl)cc2)noc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][cH][c]([n][cH2])-[c]1[o][n][c](-[c]2[cH][cH][c]([Cl])[cH][cH]2)[c]1[CH3],4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1n[nH]cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][c]([nH])-[c]1[cH][nH][n][c]1[CH3],Cc1c(-c2ccc(Cl)cc2)noc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][c]([nH])-[c]1[o][n][c](-[c]2[cH][cH][c]([Cl])[cH][cH]2)[c]1[CH3],3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1n[nH]cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH3]-[c]1[cH][nH][n][c]1[CH3],Cc1c(-c2ccc(Cl)cc2)noc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH3]-[c]1[o][n][c](-[c]2[cH][cH][c]([Cl])[cH][cH]2)[c]1[CH3],2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1n[nH]cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH]1[cH][n][nH][cH]1,Cc1c(-c2ccc(Cl)cc2)noc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[Cl][c]1[cH][cH][c](-[c]2[cH][cH][o][n]2)[cH][cH]1,1
[*]C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)c1ccc(F)cc1,[CH3][CH]([cH3])[NH][C](=[O])[c]1[cH][cH][c]([F])[cH][cH]1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)C(F)(F)F,[CH3][CH]([cH3])[NH][C](=[O])[C]([F])([F])[F],4
[*]C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)c1ccc(F)cc1,[CH3][NH][C](=[O])[c]1[cH][cH][c]([F])[cH][cH]1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)C(F)(F)F,[CH3][NH][C](=[O])[C]([F])([F])[F],3
[*]C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)c1ccc(F)cc1,[NH2][C](=[O])[c]1[cH][cH][c]([F])[cH][cH]1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)C(F)(F)F,[NH2][C](=[O])[C]([F])([F])[F],2
[*]C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)c1ccc(F)cc1,[CH3][c]1[cH][cH][c]([F])[cH][cH]1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)C(F)(F)F,[CH3][C]([F])([F])[F],1
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,CCOC(=O)c1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)on1,[cH2][cH][c]([n][cH2])-[c]1[cH][c]([C](=[O])[O][CH2][CH3])[n][o]1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cccs3)ccc2c1,[cH2][cH][c]([n][cH2])-[c]1[cH][cH][cH][s]1,4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,CCOC(=O)c1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)on1,[cH2][c]([nH])-[c]1[cH][c]([C](=[O])[O][CH2][CH3])[n][o]1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cccs3)ccc2c1,[cH2][c]([nH])-[c]1[cH][cH][cH][s]1,3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,CCOC(=O)c1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)on1,[CH3][CH2][O][C](=[O])[c]1[cH][c](-[cH3])[o][n]1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cccs3)ccc2c1,[cH3]-[c]1[cH][cH][cH][s]1,2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,CCOC(=O)c1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)on1,[CH3][CH2][O][C](=[O])[c]1[cH][cH][o][n]1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cccs3)ccc2c1,[cH]1[cH][cH][s][cH]1,1
[*]C12CC1CN(CCCSc1nnc(-c3ocnc3C)n1C)C2,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,[F][C]([F])([F])[c]1[cH][cH][c]([C]23[CH2][NH][CH2][CH]2[CH2]3)[cH][cH]1,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(OC(F)(F)F)c3)C2)n1C,[F][C]([F])([F])[O][c]1[cH][cH][cH][c]([C]23[CH2][NH][CH2][CH]2[CH2]3)[cH]1,4
[*]C12CC1CN(CCCSc1nnc(-c3ocnc3C)n1C)C2,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,[CH3][C]1([c]2[cH][cH][c]([C]([F])([F])[F])[cH][cH]2)[CH2][CH2]1,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(OC(F)(F)F)c3)C2)n1C,[CH3][C]1([c]2[cH][cH][cH][c]([O][C]([F])([F])[F])[cH]2)[CH2][CH2]1,3
[*]C12CC1CN(CCCSc1nnc(-c3ocnc3C)n1C)C2,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,[CH3][c]1[cH][cH][c]([C]([F])([F])[F])[cH][cH]1,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(OC(F)(F)F)c3)C2)n1C,[CH3][c]1[cH][cH][cH][c]([O][C]([F])([F])[F])[cH]1,2
[*]C12CC1CN(CCCSc1nnc(-c3ocnc3C)n1C)C2,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,[CH3][c]1[cH][cH][cH][cH][cH]1,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(OC(F)(F)F)c3)C2)n1C,[CH3][O][c]1[cH][cH][cH][cH][cH]1,1
[*]C(=O)N1CCC(CCN2C3CCC2CC(n2c(C)nc4ccccc42)C3)(c2cccc(F)c2)CC1,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2ccc(NS(C)(=O)=O)cc2Cl)CC1,[CH3][S](=[O])(=[O])[NH][c]1[cH][cH][c]([C]([NH2])=[O])[c]([Cl])[cH]1,CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,[CH3][NH][S](=[O])(=[O])[c]1[cH][c]([C]([NH2])=[O])[c]([Cl])[cH][c]1[F],4
[*]C(=O)N1CCC(CCN2C3CCC2CC(n2c(C)nc4ccccc42)C3)(c2cccc(F)c2)CC1,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2ccc(NS(C)(=O)=O)cc2Cl)CC1,[CH3][c]1[cH][cH][c]([NH][S]([CH3])(=[O])=[O])[cH][cH]1,CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,[CH3][NH][S](=[O])(=[O])[c]1[cH][c]([CH3])[cH][cH][c]1[F],3
[*]C(=O)N1CCC(CCN2C3CCC2CC(n2c(C)nc4ccccc42)C3)(c2cccc(F)c2)CC1,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2ccc(NS(C)(=O)=O)cc2Cl)CC1,[cH2][cH][cH][c]([cH2])[NH][S]([CH3])(=[O])=[O],CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,[cH2][cH][c]([c]([cH2])[F])[S](=[O])(=[O])[NH][CH3],2
[*]C(=O)N1CCC(CCN2C3CCC2CC(n2c(C)nc4ccccc42)C3)(c2cccc(F)c2)CC1,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2ccc(NS(C)(=O)=O)cc2Cl)CC1,[cH2][cH][cH][NH][S]([CH3])(=[O])=[O],CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,[cH2][c]([cH][F])[S](=[O])(=[O])[NH][CH3],1
[*]CCN1CCN(c2cccc(Cl)c2)C1=O,O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(Cl)c1,[CH3][N]1[CH2][CH2][CH]([C]([F])([F])[F])[CH2][CH2]1,CC(C)N1CCN(CCN2CCN(c3cccc(Cl)c3)C2=O)CC1,[CH3][CH]([CH3])[N]1[CH2][CH2][N]([CH3])[CH2][CH2]1,4
[*]CCN1CCN(c2cccc(Cl)c2)C1=O,O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(Cl)c1,[F][C]([F])([F])[CH]1[CH2][CH2][NH][CH2][CH2]1,CC(C)N1CCN(CCN2CCN(c3cccc(Cl)c3)C2=O)CC1,[CH3][CH]([CH3])[N]1[CH2][CH2][NH][CH2][CH2]1,3
[*]CCN1CCN(c2cccc(Cl)c2)C1=O,O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(Cl)c1,[CH3][CH2][CH]([CH2][CH3])[C]([F])([F])[F],CC(C)N1CCN(CCN2CCN(c3cccc(Cl)c3)C2=O)CC1,[CH3][CH2][N]([CH2][CH3])[CH]([CH3])[CH3],2
[*]CCN1CCN(c2cccc(Cl)c2)C1=O,O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(Cl)c1,[CH3][CH]([CH3])[C]([F])([F])[F],CC(C)N1CCN(CCN2CCN(c3cccc(Cl)c3)C2=O)CC1,[CH3][CH]([CH3])[N]([CH3])[CH3],1
[*]C1(O)CCC(N2CC(NC(=O)CNC(=O)c3cccc(C(F)(F)F)c3)C2)CC1,COc1ccc([C@@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1,[CH3][O][c]1[cH][cH][c]([C]([CH3])([CH3])[OH])[cH][cH]1,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@](O)(c3cccnc3)CC2)C1,[CH3][C]([CH3])([OH])[c]1[cH][cH][cH][n][cH]1,4
[*]C1(O)CCC(N2CC(NC(=O)CNC(=O)c3cccc(C(F)(F)F)c3)C2)CC1,COc1ccc([C@@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1,[C][c]1[cH][cH][c]([O][CH3])[cH][cH]1,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@](O)(c3cccnc3)CC2)C1,[C][c]1[cH][cH][cH][n][cH]1,3
[*]C1(O)CCC(N2CC(NC(=O)CNC(=O)c3cccc(C(F)(F)F)c3)C2)CC1,COc1ccc([C@@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1,[CH3][O][c]1[cH][cH][cH][cH][cH]1,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@](O)(c3cccnc3)CC2)C1,[cH]1[cH][cH][n][cH][cH]1,2
[*]C1(O)CCC(N2CC(NC(=O)CNC(=O)c3cccc(C(F)(F)F)c3)C2)CC1,COc1ccc([C@@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1,[cH2][cH][c]([cH2])[O][CH3],O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@](O)(c3cccnc3)CC2)C1,[cH2][cH][n][cH2],1
[*]N1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,[CH3][N]1[CH2][CH2][NH][CH2][CH2]1,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,[CH3][N]1[CH2][CH2][N]([CH3])[CH2][CH2]1,4
[*]N1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,[CH2]1[CH2][NH][CH2][CH2][NH]1,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,[CH3][N]1[CH2][CH2][NH][CH2][CH2]1,3
[*]N1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,[CH3][CH2][NH][CH2][CH3],CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,[CH3][CH2][N]([CH3])[CH2][CH3],2
[*]N1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,[CH3][NH][CH3],CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,[CH3][N]([CH3])[CH3],1
[*]CCOc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC(C)(C)C(=O)O)c1,[cH3][O][CH2][CH2][CH2][C]([CH3])([CH3])[C](=[O])[OH],COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC[C@](C)(OC)C(=O)O)c1,[cH3][O][CH2][CH2][C@]([CH3])([O][CH3])[C](=[O])[OH],4
[*]CCOc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC(C)(C)C(=O)O)c1,[CH3][C]([CH3])([CH2][CH2][CH2][OH])[C](=[O])[OH],COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC[C@](C)(OC)C(=O)O)c1,[CH3][O][C@@]([CH3])([CH2][CH2][OH])[C](=[O])[OH],3
[*]CCOc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC(C)(C)C(=O)O)c1,[CH3][CH2][CH2][C]([CH3])([CH3])[C](=[O])[OH],COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC[C@](C)(OC)C(=O)O)c1,[CH3][CH2][C@]([CH3])([O][CH3])[C](=[O])[OH],2
[*]CCOc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC(C)(C)C(=O)O)c1,[CH3][CH2][C]([CH3])([CH3])[C](=[O])[OH],COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC[C@](C)(OC)C(=O)O)c1,[CH3][O][C]([CH3])([CH3])[C](=[O])[OH],1
[*]n1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](C(=O)OCC)CC3)C2)c2cc(C(F)(F)F)ccc21,CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(CC)c4ccc(C(F)(F)F)cc43)C2)CC1,[cH2][cH][c]1[c]([cH2])[c]([NH2])[n][n]1[CH2][CH3],CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(C(N)=O)c4ccc(C(F)(F)F)cc43)C2)CC1,[cH2][cH][c]1[c]([cH2])[c]([NH2])[n][n]1[C]([NH2])=[O],4
[*]n1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](C(=O)OCC)CC3)C2)c2cc(C(F)(F)F)ccc21,CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(CC)c4ccc(C(F)(F)F)cc43)C2)CC1,[cH2][c]1[cH][cH][n][n]1[CH2][CH3],CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(C(N)=O)c4ccc(C(F)(F)F)cc43)C2)CC1,[cH2][c]1[cH][cH][n][n]1[C]([NH2])=[O],3
